city,city_ascii,lat,lng,pop,country,iso2,iso3,province,id
Paterson,Paterson,40.91999453,-74.17000533,151205,United States of America,US,USA,New Jersey,6471
Saratoga Springs,Saratoga Springs,43.08296328,-73.78501591,41891,United States of America,US,USA,New York,6472
Poughkeepsie,Poughkeepsie,41.70023114,-73.92141585,100670.5,United States of America,US,USA,New York,6473
Plattsburg,Plattsburg,44.69498374,-73.45798161,24233.5,United States of America,US,USA,New York,6474
Beaver Falls,Beaver Falls,40.75194277,-80.31942326,64814.5,United States of America,US,USA,Pennsylvania,6475
Altoona,Altoona,40.51859784,-78.39496708,62784.5,United States of America,US,USA,Pennsylvania,6476
Williamsport,Williamsport,41.24108604,-77.0013829,43791.5,United States of America,US,USA,Pennsylvania,6477
Lancaster,Lancaster,40.03777447,-76.30576644,209489,United States of America,US,USA,Pennsylvania,6478
Allentown,Allentown,40.59998822,-75.50002751,300980.5,United States of America,US,USA,Pennsylvania,6479
Waterville,Waterville,44.5518917,-69.64578536,20529,United States of America,US,USA,Maine,6480
Calais,Calais,45.16598859,-67.24239201,1781.5,United States of America,US,USA,Maine,6481
Houlton,Houlton,46.12551658,-67.83971989,6051.5,United States of America,US,USA,Maine,6482
Benton Harbor,Benton Harbor,42.11663983,-86.45419092,34637.5,United States of America,US,USA,Michigan,6483
Battle Creek,Battle Creek,42.32109764,-85.17974675,62454,United States of America,US,USA,Michigan,6484
Bay City,Bay City,43.5944566,-83.88889531,51558.5,United States of America,US,USA,Michigan,6485
Alpena,Alpena,45.06160219,-83.43269576,14524,United States of America,US,USA,Michigan,6486
Iron Mountain,Iron Mountain,45.82246014,-88.06409265,12011,United States of America,US,USA,Michigan,6487
Ironwood,Ironwood,46.4558065,-90.15939112,6400,United States of America,US,USA,Michigan,6488
Sand Point,Sand Point,55.33970868,-160.4971908,667,United States of America,US,USA,Alaska,6489
Hydaburg,Hydaburg,55.21397992,-132.8006385,382,United States of America,US,USA,Alaska,6490
Mekoryuk,Mekoryuk,60.38864671,-166.1899372,99,United States of America,US,USA,Alaska,6491
Atqasuk,Atqasuk,70.4693795,-157.395778,201,United States of America,US,USA,Alaska,6492
Port Heiden,Port Heiden,56.94909365,-158.6268915,102,United States of America,US,USA,Alaska,6493
Perryville,Perryville,55.91861391,-159.1511489,113,United States of America,US,USA,Alaska,6494
Dillingham,Dillingham,59.05656031,-158.4803121,1710,United States of America,US,USA,Alaska,6495
Goodnews Bay,Goodnews Bay,59.12099265,-161.5871302,230,United States of America,US,USA,Alaska,6496
Nyac,Nyac,61.00414329,-159.9404806,75,United States of America,US,USA,Alaska,6497
Tununak,Tununak,60.58548667,-165.2557892,352,United States of America,US,USA,Alaska,6498
Mountain Village,Mountain Village,62.08552431,-163.729009,755,United States of America,US,USA,Alaska,6499
Emmonak,Emmonak,62.77698081,-164.5229916,100,United States of America,US,USA,Alaska,6500
Kaltag,Kaltag,64.32719627,-158.7218986,190,United States of America,US,USA,Alaska,6501
Teller,Teller,65.26359906,-166.3607864,83,United States of America,US,USA,Alaska,6502
Koyukuk,Koyukuk,64.88028912,-157.7008499,101,United States of America,US,USA,Alaska,6503
Kobuk,Kobuk,66.9072455,-156.8809774,151,United States of America,US,USA,Alaska,6504
Selawik,Selawik,66.60387901,-160.0093911,832,United States of America,US,USA,Alaska,6505
Talkeetna,Talkeetna,62.3237785,-150.1094269,1078,United States of America,US,USA,Alaska,6506
Whittier,Whittier,60.78415672,-148.6776797,177,United States of America,US,USA,Alaska,6507
Montana,Montana,62.07968487,-150.0727625,10,United States of America,US,USA,Alaska,6508
Lake Minchumina,Lake Minchumina,63.88283063,-152.3121865,32,United States of America,US,USA,Alaska,6509
Cantwell,Cantwell,63.39159446,-148.9507896,222,United States of America,US,USA,Alaska,6510
Gulkana,Gulkana,62.27135276,-145.3821961,119,United States of America,US,USA,Alaska,6511
Eagle,Eagle,64.78799501,-141.1999966,104,United States of America,US,USA,Alaska,6512
Nenana,Nenana,64.56379681,-149.0930032,75,United States of America,US,USA,Alaska,6513
Big Delta,Big Delta,64.15252993,-145.8421939,591,United States of America,US,USA,Alaska,6514
Allakaket,Allakaket,66.56548342,-152.6454995,97,United States of America,US,USA,Alaska,6515
Tanana,Tanana,65.17187339,-152.0787899,291.5,United States of America,US,USA,Alaska,6516
Virginia,Virginia,47.52367413,-92.53640365,8709,United States of America,US,USA,Minnesota,6517
Winona,Winona,44.0504236,-91.63919743,29757.5,United States of America,US,USA,Minnesota,6518
Rochester,Rochester,44.02205324,-92.46968937,102433,United States of America,US,USA,Minnesota,6519
Lakeville,Lakeville,44.65010276,-93.24251042,156151,United States of America,US,USA,Minnesota,6520
Ely,Ely,47.90042116,-91.82569767,3687,United States of America,US,USA,Minnesota,6521
Moorhead,Moorhead,46.87430808,-96.74219344,34332.5,United States of America,US,USA,Minnesota,6522
St. Cloud,St. Cloud,45.56120994,-94.16222172,85974,United States of America,US,USA,Minnesota,6523
Miles City,Miles City,46.4088843,-105.8399844,8399.5,United States of America,US,USA,Montana,6524
Bozeman,Bozeman,45.68009157,-111.0378325,39049.5,United States of America,US,USA,Montana,6525
Glasgow,Glasgow,48.18396975,-106.6352588,3144,United States of America,US,USA,Montana,6526
Dickinson,Dickinson,46.88399742,-102.7888011,15987.5,United States of America,US,USA,North Dakota,6527
Jamestown,Jamestown,46.90601158,-98.70297815,14954.5,United States of America,US,USA,North Dakota,6528
Williston,Williston,48.15678794,-103.6280005,12767.5,United States of America,US,USA,North Dakota,6529
Lihue,Lihue,21.98151227,-159.3710063,10694.5,United States of America,US,USA,Hawaii,6530
Wahiawa,Wahiawa,21.50309186,-158.0236209,95336,United States of America,US,USA,Hawaii,6531
Wailuku,Wailuku,20.89147544,-156.5047213,32769.5,United States of America,US,USA,Hawaii,6532
Montpelier,Montpelier,42.32262209,-111.2969123,2775.5,United States of America,US,USA,Idaho,6533
Twin Falls,Twin Falls,42.5609538,-114.4605693,42958.5,United States of America,US,USA,Idaho,6534
Caldwell,Caldwell,43.66096417,-116.6705378,83403,United States of America,US,USA,Idaho,6535
Salmon,Salmon,45.17567792,-113.8949966,3297,United States of America,US,USA,Idaho,6536
Coeur d'Alene,Coeur d'Alene,47.67808331,-116.7794458,34514,United States of America,US,USA,Idaho,6537
Richland,Richland,46.29181134,-119.2911013,39940.5,United States of America,US,USA,Washington,6538
Bellingham,Bellingham,48.76013613,-122.4869269,86565.5,United States of America,US,USA,Washington,6539
Longview,Longview,46.13871991,-122.9369511,51290,United States of America,US,USA,Washington,6540
Walla Walla,Walla Walla,46.06515851,-118.3418828,37864,United States of America,US,USA,Washington,6541
Aberdeen,Aberdeen,46.97489626,-123.8143911,24400,United States of America,US,USA,Washington,6542
Bremerton,Bremerton,47.57359552,-122.6420175,82039.5,United States of America,US,USA,Washington,6543
Everett,Everett,47.9604175,-122.1999677,291948,United States of America,US,USA,Washington,6544
Bullhead City,Bullhead City,35.14817629,-114.5674878,37989,United States of America,US,USA,Arizona,6545
Winslow,Winslow,35.28470542,-110.7006954,9931,United States of America,US,USA,Arizona,6546
Gila Bend,Gila Bend,32.95037762,-112.7246546,2012,United States of America,US,USA,Arizona,6547
Tombstone,Tombstone,31.71314048,-110.066884,1396.5,United States of America,US,USA,Arizona,6548
Willcox,Willcox,32.25321088,-109.8313945,4451.5,United States of America,US,USA,Arizona,6549
Scottsdale,Scottsdale,33.69234784,-111.8680402,15401,United States of America,US,USA,Arizona,6550
Kingman,Kingman,35.18987917,-114.0522221,33306.5,United States of America,US,USA,Arizona,6551
Grand Canyon,Grand Canyon,36.05478762,-112.1385922,1068.5,United States of America,US,USA,Arizona,6552
Arcata,Arcata,40.88519045,-124.0882245,19052,United States of America,US,USA,California,6553
Stockton,Stockton,37.95813397,-121.289739,488506.5,United States of America,US,USA,California,6554
Barstow,Barstow,34.89901837,-117.0218858,21119,United States of America,US,USA,California,6555
Victorville,Victoriaville,34.5365082,-117.2903191,83496,United States of America,US,USA,California,6556
Pasadena,Pasadena,34.16038129,-118.1388719,144618,United States of America,US,USA,California,6557
Visalia,Visalia,36.32502952,-119.3160094,114699.5,United States of America,US,USA,California,6558
El Centro,El Centro,32.79237693,-115.5580475,41661.5,United States of America,US,USA,California,6559
San Luis Obispo,San Luis Obispo,35.28318097,-120.6585889,54759,United States of America,US,USA,California,6560
Merced,Merced,37.30261843,-120.481933,84355,United States of America,US,USA,California,6561
Yuba City,Yuba City,39.14103334,-121.6157656,84324.5,United States of America,US,USA,California,6562
Redding,Redding,40.58704327,-122.3905762,93871.5,United States of America,US,USA,California,6563
Santa Rosa,Santa Rosa,38.45040367,-122.6999889,193455,United States of America,US,USA,California,6564
Oceanside,Oceanside,33.2204645,-117.3349675,396474.5,United States of America,US,USA,California,6565
Modesto,Modesto,37.65541343,-120.9899899,269697,United States of America,US,USA,California,6566
Irvine,Irvine,33.68041058,-117.8299502,1611303.5,United States of America,US,USA,California,6567
Ukiah,Ukiah,39.15423667,-123.2108621,21826.5,United States of America,US,USA,California,6568
Needles,Needles,34.84842714,-114.6133507,6246.5,United States of America,US,USA,California,6569
Bishop,Bishop,37.36395835,-118.394076,4249,United States of America,US,USA,California,6570
Palm Springs,Palm Springs,33.77735557,-116.5330526,216461,United States of America,US,USA,California,6571
Santa Maria,Santa Maria,34.94012697,-120.4366386,98092.5,United States of America,US,USA,California,6572
Tulare,Tulare,36.20702639,-119.3441213,53005.5,United States of America,US,USA,California,6573
Mt. Shasta,Mt. Shasta,41.3103583,-122.3093925,3742.5,United States of America,US,USA,California,6574
Crescent City,Crescent City,41.7564551,-124.2004916,9439.5,United States of America,US,USA,California,6575
Fort Collins,Fort Collins,40.56068829,-105.0588693,178818.5,United States of America,US,USA,Colorado,6576
Pueblo,Pueblo,38.2803882,-104.6300066,108244,United States of America,US,USA,Colorado,6577
Lamar,Lamar,38.08649823,-102.6194058,8567,United States of America,US,USA,Colorado,6578
Trinidad,Trinidad,37.17133445,-104.5063965,8701.5,United States of America,US,USA,Colorado,6579
Gunnison,Gunnison,38.54476483,-106.92829,6273,United States of America,US,USA,Colorado,6580
Durango,Durango,37.27564333,-107.8799891,19127.5,United States of America,US,USA,Colorado,6581
Montrose,Montrose,38.47727541,-107.8655197,18463.5,United States of America,US,USA,Colorado,6582
Craig,Craig,40.51728009,-107.5503968,9315.5,United States of America,US,USA,Colorado,6583
Boulder,Boulder,40.03844627,-105.246093,106897.5,United States of America,US,USA,Colorado,6584
Boulder City,Boulder City,35.97895245,-114.8315802,15072.5,United States of America,US,USA,Nevada,6585
Winnemucca,Winnemucca,40.97337628,-117.7346847,7997.5,United States of America,US,USA,Nevada,6586
Roswell,Roswell,33.39453656,-104.5224679,45082.5,United States of America,US,USA,New Mexico,6587
Clovis,Clovis,34.40506919,-103.2047706,33477.5,United States of America,US,USA,New Mexico,6588
Las Cruces,Las Cruces,32.31261293,-106.7778083,97675.5,United States of America,US,USA,New Mexico,6589
Hobbs,Hobbs,32.71261436,-103.1406143,28375.5,United States of America,US,USA,New Mexico,6590
Socorro,Socorro,34.06211855,-106.8989895,8117,United States of America,US,USA,New Mexico,6591
Gallup,Gallup,35.52407066,-108.7339938,21627,United States of America,US,USA,New Mexico,6592
Raton,Raton,36.89739768,-104.439889,6820,United States of America,US,USA,New Mexico,6593
Tucumcari,Tucumcari,35.16980288,-103.725514,5259.5,United States of America,US,USA,New Mexico,6594
Roseburg,Roseburg,43.21843304,-123.3560987,25454.5,United States of America,US,USA,Oregon,6595
Pendleton,Pendleton,45.67259849,-118.7874886,16669,United States of America,US,USA,Oregon,6596
John Day,John Day,44.41652529,-118.9520264,1437.5,United States of America,US,USA,Oregon,6597
Grants Pass,Grants Pass,42.43954002,-123.3271857,36690,United States of America,US,USA,Oregon,6598
Corvallis,Corvallis,44.57235557,-123.2799793,54865.5,United States of America,US,USA,Oregon,6599
Albany,Albany,44.62049217,-123.086942,48066.5,United States of America,US,USA,Oregon,6600
Astoria,Astoria,46.18838096,-123.8299974,9773,United States of America,US,USA,Oregon,6601
Logan,Logan,41.73593955,-111.8335979,58664,United States of America,US,USA,Utah,6602
Parowan,Parowan,37.84253379,-112.8272065,2533,United States of America,US,USA,Utah,6603
Kanab,Kanab,37.04738853,-112.5254936,2861,United States of America,US,USA,Utah,6604
Monticello,Monticello,37.87178265,-109.3421995,1811.5,United States of America,US,USA,Utah,6605
Moab,Moab,38.57370363,-109.5491895,5309,United States of America,US,USA,Utah,6606
Price,Price,39.59979087,-110.8100169,9175,United States of America,US,USA,Utah,6607
Cedar City,Cedar City,37.67742759,-113.061094,25371.5,United States of America,US,USA,Utah,6608
Vernal,Vernal,40.45539756,-109.5280022,11175.5,United States of America,US,USA,Utah,6609
Ogden,Ogden,41.23237856,-111.9680341,227774,United States of America,US,USA,Utah,6610
Green River,Green River,41.51455772,-109.4649827,10239.5,United States of America,US,USA,Wyoming,6611
Rawlins,Rawlins,41.7906649,-107.234292,8458,United States of America,US,USA,Wyoming,6612
Douglas,Douglas,42.75647158,-105.3845341,5838,United States of America,US,USA,Wyoming,6613
Riverton,Riverton,43.02816042,-108.3950481,10350,United States of America,US,USA,Wyoming,6614
Thermopolis,Thermopolis,43.64597801,-108.2146715,3195,United States of America,US,USA,Wyoming,6615
Gillette,Gillette,44.28317425,-105.5052503,26107,United States of America,US,USA,Wyoming,6616
Jonesboro,Jonesboro,35.84257835,-90.70416406,58322,United States of America,US,USA,Arkansas,6617
Texarkana,Texarkana,33.44210472,-94.03747481,52169,United States of America,US,USA,Arkansas,6618
Pine Bluff,Pine Bluff,34.22869753,-92.00305119,51472,United States of America,US,USA,Arkansas,6619
Hot Springs,Hot Springs,34.50395205,-93.05500248,40826,United States of America,US,USA,Arkansas,6620
Fort Smith,Fort Smith,35.38622377,-94.39835718,87986.5,United States of America,US,USA,Arkansas,6621
Fayetteville,Fayetteville,36.06297833,-94.15720911,108267.5,United States of America,US,USA,Arkansas,6622
Conway,Conway,35.09128054,-92.4513184,56759.5,United States of America,US,USA,Arkansas,6623
El Dorado,El Dorado,33.21392743,-92.66251998,21384.5,United States of America,US,USA,Arkansas,6624
Davenport,Davenport,41.55398684,-90.58753036,178282.5,United States of America,US,USA,Iowa,6625
Burlington,Burlington,40.80793418,-91.11276961,27690.5,United States of America,US,USA,Iowa,6626
Dubuque,Dubuque,42.50093162,-90.66445073,59834,United States of America,US,USA,Iowa,6627
Waterloo,Waterloo,42.49315432,-92.34279789,82091.5,United States of America,US,USA,Iowa,6628
Sioux City,Sioux City,42.50038902,-96.39999211,87090,United States of America,US,USA,Iowa,6629
Council Bluffs,Council Bluffs,41.26227338,-95.86080021,80284.5,United States of America,US,USA,Iowa,6630
Ames,Ames,42.05385297,-93.61972254,56855,United States of America,US,USA,Iowa,6631
Mason City,Mason City,43.15401837,-93.20083338,27327,United States of America,US,USA,Iowa,6632
Emporia,Emporia,38.40423077,-96.18137496,27796.5,United States of America,US,USA,Kansas,6633
Salina,Salina,38.82467023,-97.6071794,46877,United States of America,US,USA,Kansas,6634
Dodge City,Dodge City,37.76005821,-100.018195,25237.5,United States of America,US,USA,Kansas,6635
Coffeyville,Coffeyville,37.03806093,-95.6263184,10955,United States of America,US,USA,Kansas,6636
St. Charles,St. Charles,38.78428509,-90.50616581,213139.5,United States of America,US,USA,Missouri,6637
Poplar Bluff,Poplar Bluff,36.76019676,-90.40268376,18575,United States of America,US,USA,Missouri,6638
Joplin,Joplin,37.08459556,-94.51307886,60290.5,United States of America,US,USA,Missouri,6639
Columbia,Columbia,38.95207847,-92.33390955,244754,United States of America,US,USA,Missouri,6640
St. Joseph,St. Joseph,39.76903119,-94.84639185,74878.5,United States of America,US,USA,Missouri,6641
McCook,McCook,40.20559369,-100.6261683,8003,United States of America,US,USA,Nebraska,6642
Norfolk,Norfolk,42.02871238,-97.43359827,24562,United States of America,US,USA,Nebraska,6643
North Platte,North Platte,41.13628623,-100.7705005,24709.5,United States of America,US,USA,Nebraska,6644
Sidney,Sidney,41.13980023,-102.9782727,6221.5,United States of America,US,USA,Nebraska,6645
Scottsbluff,Scottsbluff,41.86750775,-103.6606859,20172,United States of America,US,USA,Nebraska,6646
Chadron,Chadron,42.82791424,-103.0030774,5686.5,United States of America,US,USA,Nebraska,6647
Lawton,Lawton,34.59903668,-98.40997278,85795.5,United States of America,US,USA,Oklahoma,6648
Norman,Norman,35.22791302,-97.34414636,113525,United States of America,US,USA,Oklahoma,6649
Muskogee,Muskogee,35.74821718,-95.36943486,38995.5,United States of America,US,USA,Oklahoma,6650
Ponca City,Ponca City,36.7073576,-97.08527328,24843,United States of America,US,USA,Oklahoma,6651
Shawnee,Shawnee,35.34278973,-96.93378382,29160,United States of America,US,USA,Oklahoma,6652
Woodward,Woodward,36.43342084,-99.39769027,12339.5,United States of America,US,USA,Oklahoma,6653
Guymon,Guymon,36.68580853,-101.4795012,10843.5,United States of America,US,USA,Oklahoma,6654
Yankton,Yankton,42.88201947,-97.39248967,14495,United States of America,US,USA,South Dakota,6655
Brookings,Brookings,44.30676455,-96.78803044,20313.5,United States of America,US,USA,South Dakota,6656
Mitchell,Mitchell,43.71429425,-98.02619776,14973,United States of America,US,USA,South Dakota,6657
Aberdeen,Aberdeen,45.46511761,-98.48640222,24854,United States of America,US,USA,South Dakota,6658
Mobridge,Mobridge,45.54012596,-100.4347071,3083.5,United States of America,US,USA,South Dakota,6659
Houma,Houma,29.59593121,-90.71948613,48196,United States of America,US,USA,Louisiana,6660
Monroe,Monroe,32.50960349,-92.11919397,76674.5,United States of America,US,USA,Louisiana,6661
Conroe,Conroe,30.31206321,-95.45586369,41643,United States of America,US,USA,Texas,6662
Nacogdoches,Nacogdoches,31.60374147,-94.65526656,30691,United States of America,US,USA,Texas,6663
Eagle Pass,Eagle Pass,28.71102399,-100.4892774,39683,United States of America,US,USA,Texas,6664
Edinburg,Edinburg,26.30318646,-98.1599622,114573.5,United States of America,US,USA,Texas,6665
Kingsville,Kingsville,27.51595481,-97.8558464,24560.5,United States of America,US,USA,Texas,6666
Port Arthur,Port Arthur,29.89898765,-93.92859257,54972,United States of America,US,USA,Texas,6667
Huntsville,Huntsville,30.72376935,-95.55058659,34444.5,United States of America,US,USA,Texas,6668
Killeen,Killeen,31.11728538,-97.72748214,120464,United States of America,US,USA,Texas,6669
Lufkin,Lufkin,31.33843467,-94.72887964,38465.5,United States of America,US,USA,Texas,6670
Del Rio,Del Rio,29.36294802,-100.8963843,35803.5,United States of America,US,USA,Texas,6671
San Angelo,San Angelo,31.4640084,-100.4366966,87297.5,United States of America,US,USA,Texas,6672
Sherman,Sherman,33.63599469,-96.60858403,38696,United States of America,US,USA,Texas,6673
Beaumont,Beaumont,30.08626304,-94.10168278,107455.5,United States of America,US,USA,Texas,6674
Bay City,Bay City,28.98111086,-95.96435978,17487,United States of America,US,USA,Texas,6675
Port Lavaca,Port Lavaca,28.61601687,-96.62969385,10715.5,United States of America,US,USA,Texas,6676
Falfurrias,Falfurrias,27.22690269,-98.14489852,5152.5,United States of America,US,USA,Texas,6677
Beeville,Beeville,28.40597801,-97.75083989,11748,United States of America,US,USA,Texas,6678
Fort Stockton,Fort Stockton,30.89169191,-102.8849968,7434,United States of America,US,USA,Texas,6679
Pecos,Pecos,31.41579429,-103.4998947,7991,United States of America,US,USA,Texas,6680
Dumas,Dumas,35.86239626,-101.9668875,13551.5,United States of America,US,USA,Texas,6681
Denton,Denton,33.21576194,-97.12883651,138952.5,United States of America,US,USA,Texas,6682
Midland,Midland,32.030718,-102.0974996,98141.5,United States of America,US,USA,Texas,6683
Temple,Temple,31.10209251,-97.36300826,58432,United States of America,US,USA,Texas,6684
New Haven,New Haven,41.33038291,-72.90000533,707883,United States of America,US,USA,Connecticut,6685
Lowell,Lowell,42.63368837,-71.31669112,415074,United States of America,US,USA,Massachusetts,6686
Worcester,Worcester,42.27042889,-71.80002079,232290.5,United States of America,US,USA,Massachusetts,6687
Manchester,Manchester,42.99599184,-71.45528731,153221.5,United States of America,US,USA,New Hampshire,6688
Newport,Newport,41.49039899,-71.31335799,35893,United States of America,US,USA,Rhode Island,6689
Dothan,Dothan,31.22345461,-85.39058659,61715,United States of America,US,USA,Alabama,6690
Tuscaloosa,Tuscaloosa,33.22511538,-87.54417607,100594.5,United States of America,US,USA,Alabama,6691
Gadsden,Gadsden,34.01455039,-86.00664718,39265,United States of America,US,USA,Alabama,6692
Enterprise,Enterprise,31.32781516,-85.84399561,23388.5,United States of America,US,USA,Alabama,6693
Selma,Selma,32.40756838,-87.0211589,19553,United States of America,US,USA,Alabama,6694
Coral Gables,Coral Gables,25.71541872,-80.29107874,98700.5,United States of America,US,USA,Florida,6695
Cape Coral,Cape Coral,26.60290977,-81.97968368,117387.5,United States of America,US,USA,Florida,6696
Naples,Naples,26.14205935,-81.79499211,141902,United States of America,US,USA,Florida,6697
Fort Pierce,Fort Pierce,27.44678591,-80.3258053,132984,United States of America,US,USA,Florida,6698
Kissimmee,Kissimmee,28.29205731,-81.4077806,144589.5,United States of America,US,USA,Florida,6699
Titusville,Titusville,28.61234784,-80.80779138,47505.5,United States of America,US,USA,Florida,6700
St. Augustine,St. Augustine,29.89487937,-81.31471135,44214,United States of America,US,USA,Florida,6701
Ocala,Ocala,29.1873515,-82.14026819,95470,United States of America,US,USA,Florida,6702
Fort Lauderdale,Fort Lauderdale,26.13606488,-80.14178552,1103781.5,United States of America,US,USA,Florida,6703
Apalachicola,Apalachicola,29.72561322,-84.99252303,2134,United States of America,US,USA,Florida,6704
Vero Beach,Vero Beach,27.64225201,-80.39112431,51650.5,United States of America,US,USA,Florida,6705
Valdosta,Valdosta,30.8328583,-83.27859664,53420,United States of America,US,USA,Georgia,6706
Albany,Albany,31.57873008,-84.15582992,82280,United States of America,US,USA,Georgia,6707
Athens,Athens,33.96129783,-83.3780221,78017.5,United States of America,US,USA,Georgia,6708
Macon,Macon,32.85038373,-83.63004806,104932.5,United States of America,US,USA,Georgia,6709
Columbus,Columbus,32.47043276,-84.98001734,202225,United States of America,US,USA,Georgia,6710
Douglas,Douglas,31.50777834,-82.85068994,12159,United States of America,US,USA,Georgia,6711
Dublin,Dublin,32.53745709,-82.91828272,19258.5,United States of America,US,USA,Georgia,6712
Gulfport,Gulfport,30.3675637,-89.09276371,76646,United States of America,US,USA,Mississippi,6713
Hattiesburg,Hattiesburg,31.32727256,-89.2902452,53498.5,United States of America,US,USA,Mississippi,6714
Tupelo,Tupelo,34.25792055,-88.70333012,33928,United States of America,US,USA,Mississippi,6715
Greenville,Greenville,33.41037539,-91.06168746,36539.5,United States of America,US,USA,Mississippi,6716
Natchez,Natchez,31.55480389,-91.38750737,20490.5,United States of America,US,USA,Mississippi,6717
Florence,Florence,34.19567629,-79.76279057,43977.5,United States of America,US,USA,South Carolina,6718
Greenville,Greenville,34.85292299,-82.3941545,203256.5,United States of America,US,USA,South Carolina,6719
Sumter,Sumter,33.92065432,-80.34172164,27012,United States of America,US,USA,South Carolina,6720
Anderson,Anderson,34.50374534,-82.6502629,43475.5,United States of America,US,USA,South Carolina,6721
Aiken,Aiken,33.5494625,-81.72060388,36716.5,United States of America,US,USA,South Carolina,6722
Beaufort,Beaufort,32.43216636,-80.68950403,21941,United States of America,US,USA,South Carolina,6723
Rock Hill,Rock Hill,34.94038535,-81.03000004,77165,United States of America,US,USA,South Carolina,6724
Decatur,Decatur,39.8407064,-88.95473596,74967.5,United States of America,US,USA,Illinois,6725
Alton,Alton,38.89099693,-90.18422164,57386,United States of America,US,USA,Illinois,6726
Quincy,Quincy,39.9359719,-91.40972823,43419.5,United States of America,US,USA,Illinois,6727
Urbana,Urbana,40.10999229,-88.20418746,91792.5,United States of America,US,USA,Illinois,6728
Bloomington,Bloomington,40.48459475,-88.99359664,99842.5,United States of America,US,USA,Illinois,6729
Kankakee,Kankakee,41.12036989,-87.86110763,48115.5,United States of America,US,USA,Illinois,6730
Waukegan,Waukegan,42.36404075,-87.8447262,144539,United States of America,US,USA,Illinois,6731
Aurora,Aurora,41.76539512,-88.29999557,273949.5,United States of America,US,USA,Illinois,6732
Carbondale,Carbondale,37.72683026,-89.22024947,28473,United States of America,US,USA,Illinois,6733
Belleville,Belleville,38.52515362,-90.0002277,92409.5,United States of America,US,USA,Illinois,6734
Bloomington,Bloomington,39.16565716,-86.52640873,85781.5,United States of America,US,USA,Indiana,6735
Muncie,Muncie,40.19375979,-85.38637496,75388,United States of America,US,USA,Indiana,6736
Kokomo,Kokomo,40.48676516,-86.13364201,53674,United States of America,US,USA,Indiana,6737
Gary,Gary,41.58039349,-87.33000309,335737,United States of America,US,USA,Indiana,6738
Fort Wayne,Fort Wayne,41.08039817,-85.12998234,264793,United States of America,US,USA,Indiana,6739
Covington,Covington,39.0840084,-84.50859908,313064.5,United States of America,US,USA,Kentucky,6740
Bowling Green,Bowling Green,36.99069948,-86.44364893,61349,United States of America,US,USA,Kentucky,6741
Paducah,Paducah,37.08371706,-88.60000309,33812,United States of America,US,USA,Kentucky,6742
Owensboro,Owensboro,37.77457928,-87.11332381,61151.5,United States of America,US,USA,Kentucky,6743
Jacksonville,Jacksonville,34.75432436,-77.43055567,72651.5,United States of America,US,USA,North Carolina,6744
Goldsboro,Goldsboro,35.38513857,-77.99305363,42922.5,United States of America,US,USA,North Carolina,6745
Greenville,Greenville,35.61287661,-77.3666836,81661,United States of America,US,USA,North Carolina,6746
Fayetteville,Fayetteville,35.06293601,-78.88359359,184040.5,United States of America,US,USA,North Carolina,6747
Hickory,Hickory,35.7334894,-81.34140222,64898,United States of America,US,USA,North Carolina,6748
Asheville,Asheville,35.60119773,-82.55414474,105775,United States of America,US,USA,North Carolina,6749
Winston-Salem,Winston-Salem,36.10543052,-80.25999536,237491.5,United States of America,US,USA,North Carolina,6750
Kitty Hawk,Kitty Hawk,36.07731854,-75.70471786,2109.5,United States of America,US,USA,North Carolina,6751
Akron,Akron,41.07039878,-81.51999597,451155,United States of America,US,USA,Ohio,6752
Lima,Lima,40.74287355,-84.10526453,54135,United States of America,US,USA,Ohio,6753
Oak Ridge,Oak Ridge,36.01065594,-84.26972477,30471.5,United States of America,US,USA,Tennessee,6754
Murfreesboro,Murfreesboro,35.84596315,-86.39026717,100237,United States of America,US,USA,Tennessee,6755
Clarksville,Clarksville,36.5300816,-87.35943282,122115,United States of America,US,USA,Tennessee,6756
Jackson,Jackson,35.61486615,-88.81389185,62638,United States of America,US,USA,Tennessee,6757
Alexandria,Alexandria,38.82043276,-77.09998153,127273,United States of America,US,USA,Virginia,6758
Fredericksburg,Fredericksburg,38.30351341,-77.46078638,76848,United States of America,US,USA,Virginia,6759
Roanoke,Roanoke,37.27119916,-79.94161686,144669.5,United States of America,US,USA,Virginia,6760
Danville,Danville,36.58625388,-79.39531946,43176,United States of America,US,USA,Virginia,6761
Winchester,Winchester,39.1787313,-78.16663477,39418,United States of America,US,USA,Virginia,6762
Bristol,Bristol,36.61152366,-82.17600244,31276.5,United States of America,US,USA,Virginia,6763
Superior,Superior,46.72124249,-92.10389775,27474,United States of America,US,USA,Wisconsin,6764
West Bend,West Bend,43.42570721,-88.18333602,31980.5,United States of America,US,USA,Wisconsin,6765
Fond du Lac,Fond du Lac,43.77343793,-88.44691166,48079.5,United States of America,US,USA,Wisconsin,6766
Oshkosh,Oshkosh,44.02510215,-88.54251306,67857.5,United States of America,US,USA,Wisconsin,6767
Rhinelander,Rhinelander,45.63991315,-89.41207239,9633,United States of America,US,USA,Wisconsin,6768
Racine,Racine,42.72771364,-87.81183415,105458.5,United States of America,US,USA,Wisconsin,6769
Marinette,Marinette,45.10038535,-87.63047571,19170,United States of America,US,USA,Wisconsin,6770
Wheeling,Wheeling,40.06431032,-80.72107833,40940,United States of America,US,USA,West Virginia,6771
